,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category,has_reviews
21049,within a day,90%,16%,f,1.0,2.0,t,Vesterbro-Kongens Enghave,55.66912,12.54711,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,952.0,4,8.0,4.0,5.0,8.0,8.0,4.0,8.0,t,13.0,17.0,35.0,125.0,2.0,2.0,1.0,125,0.0,16.0,15232.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.54,Copenhagen,Entire Standard,Entire,Standard,1
21050,within an hour,100%,50%,f,1.0,1.0,t,Bispebjerg,55.70581,12.53432,Entire Standard,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,1400.0,7,365.0,4.0,7.0,365.0,365.0,4.5,365.0,t,21.0,25.0,25.0,88.0,0.0,0.0,0.0,88,0.0,0.0,0.0,4.876208868251941,4.886980606780898,4.651016177083576,4.9062210526516585,4.9569836585127955,4.714895824316903,4.76335557096361,f,1.0,1.0,0.0,0.0,3.93,Copenhagen,Entire Standard,Entire,Standard,0
21051,within a few hours,100%,29%,f,1.0,1.0,t,Østerbro,55.71238508568222,12.564578669609991,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,748.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,9.0,9.0,9.0,66.0,2.0,2.0,2.0,9,0.0,16.0,11968.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.04,Copenhagen,Entire Standard,Entire,Standard,1
21053,within a day,75%,21%,f,1.0,1.0,f,Østerbro,55.7080173,12.5866153,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,945.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,5.0,14.0,32.0,307.0,1.0,1.0,1.0,129,0.0,6.0,5670.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,f,1.0,1.0,0.0,0.0,3.73,Copenhagen,Entire Standard,Entire,Standard,1
21054,within an hour,100%,100%,f,1.0,2.0,t,Nørrebro,55.7014068,12.5410205,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,4.0,1490.0,7,21.0,4.0,4.0,21.0,21.0,4.0,21.0,t,17.0,18.0,18.0,18.0,0.0,0.0,0.0,18,0.0,0.0,0.0,4.892267514086523,4.8837013270110985,4.701693635246668,4.931912938701231,4.9612259558638785,4.793156156287903,4.781062049842933,f,1.0,1.0,0.0,0.0,3.29,Copenhagen,Entire Standard,Entire,Standard,0
21055,a few days or more,40%,10%,f,1.0,1.0,t,Indre By,55.69703836833134,12.5871742435218,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1040.0,2,365.0,2.0,3.0,365.0,365.0,2.0,365.0,t,25.0,42.0,72.0,162.0,1.0,1.0,1.0,162,0.0,6.0,6240.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.61,Copenhagen,Entire Standard,Entire,Standard,1
21056,within a day,50%,47%,f,1.0,1.0,t,Amager Vest,55.66474083808448,12.580423951148989,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,867.0,7,60.0,1.0,7.0,60.0,60.0,6.5,60.0,t,8.0,10.0,14.0,94.0,0.0,0.0,0.0,14,0.0,0.0,0.0,4.797484625309762,4.863829685668026,4.632558152439881,4.905668009629453,4.945775206698224,4.9141169707105625,4.755987951614055,f,1.0,1.0,0.0,0.0,1.47,Copenhagen,Entire Standard,Entire,Standard,0
21057,within a day,100%,67%,f,1.0,1.0,f,Nørrebro,55.69315839663663,12.540220335959152,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,778.0,2,60.0,2.0,2.0,60.0,60.0,2.0,60.0,t,4.0,7.0,7.0,82.0,5.0,5.0,2.0,7,0.0,30.0,23340.0,4.8,4.8,4.8,4.8,5.0,4.8,4.8,f,1.0,1.0,0.0,0.0,2.59,Copenhagen,Entire Standard,Entire,Standard,1
21060,within an hour,90%,71%,f,2.0,5.0,t,Indre By,55.68890886686597,12.574982325498326,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1800.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2,0.0,18.0,32400.0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,f,1.0,1.0,0.0,0.0,1.48,Copenhagen,Entire Standard,Entire,Standard,1
21063,within an hour,100%,93%,f,1.0,1.0,t,Østerbro,55.70840589944491,12.561412625196832,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,952.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,30.0,45.0,65.0,340.0,5.0,5.0,4.0,163,0.0,30.0,28560.0,5.0,5.0,4.8,4.6,5.0,4.6,4.8,t,1.0,1.0,0.0,0.0,3.62,Copenhagen,Entire Standard,Entire,Standard,1
21064,within an hour,100%,100%,f,1.0,3.0,t,Nørrebro,55.68629683845635,12.55923233763092,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1080.0,5,21.0,5.0,5.0,21.0,21.0,5.0,21.0,t,4.0,6.0,6.0,185.0,0.0,0.0,0.0,6,0.0,0.0,0.0,4.831986918734862,4.88717733528966,4.70536433456811,4.885397236915593,4.919671404282763,4.869795777567136,4.739580726471186,f,1.0,1.0,0.0,0.0,1.27,Copenhagen,Entire Standard,Entire,Standard,0
21066,within an hour,100%,70%,f,1.0,1.0,f,Frederiksberg,55.6944153,12.5338889,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1260.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,5.0,5.0,19.0,19.0,3.0,3.0,2.0,19,0.0,18.0,22680.0,5.0,5.0,4.67,5.0,5.0,4.67,5.0,f,1.0,1.0,0.0,0.0,2.97,Copenhagen,Entire Standard,Entire,Standard,1
21067,within a day,100%,69%,f,2.0,2.0,t,Frederiksberg,55.69321,12.52302,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,990.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,7.0,14.0,14.0,1.0,1.0,0.0,14,0.0,6.0,5940.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2.0,1.0,1.0,0.0,3.42,Copenhagen,Entire Standard,Entire,Standard,1
21068,within a few hours,100%,53%,f,1.0,1.0,t,Nørrebro,55.69130997700767,12.560011025258955,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1800.0,3,365.0,2.0,3.0,365.0,365.0,3.0,365.0,t,20.0,28.0,43.0,223.0,0.0,0.0,0.0,43,0.0,0.0,0.0,4.82969072905593,4.821426610049212,4.628251279441192,4.80881188965257,4.923673935967315,4.913213813036179,4.693975846020502,f,1.0,1.0,0.0,0.0,1.77,Copenhagen,Entire Standard,Entire,Standard,0
21070,within a few hours,100%,86%,f,2.0,2.0,t,Amager Vest,55.6610761291841,12.60397815497657,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,894.0,3,365.0,2.0,4.0,365.0,365.0,3.0,365.0,t,3.0,7.0,7.0,7.0,3.0,3.0,1.0,7,0.0,18.0,16092.0,4.67,4.33,5.0,4.33,5.0,4.67,4.67,f,2.0,2.0,0.0,0.0,2.79,Copenhagen,Entire Standard,Entire,Standard,1
21071,within a day,100%,56%,f,1.0,1.0,t,Nørrebro,55.68868524515636,12.542261680266346,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,1440.0,3,10.0,3.0,3.0,10.0,10.0,3.0,10.0,t,0.0,5.0,13.0,13.0,2.0,2.0,2.0,13,0.0,12.0,17280.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1.0,1.0,0.0,0.0,2.15,Copenhagen,Entire Standard,Entire,Standard,1
21072,within a few hours,100%,50%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.6719945,12.5481627,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,6.0,1341.0,10,31.0,10.0,18.0,31.0,31.0,10.4,31.0,t,0.0,2.0,29.0,52.0,0.0,0.0,0.0,52,0.0,0.0,0.0,4.88160411582092,4.873558910575844,4.676918216533263,4.920498596755592,4.9452275350217,4.914268086900043,4.791740177994331,f,1.0,1.0,0.0,0.0,1.34,Copenhagen,Entire Standard,Entire,Standard,0
21073,within a few hours,90%,64%,f,1.0,2.0,f,Nørrebro,55.69949797317627,12.538850767941648,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,855.0,2,365.0,2.0,3.0,365.0,365.0,2.0,365.0,t,1.0,2.0,2.0,88.0,1.0,1.0,1.0,12,0.0,6.0,5130.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.19,Copenhagen,Entire Standard,Entire,Standard,1
21074,within a day,80%,29%,f,1.0,1.0,f,Vesterbro-Kongens Enghave,55.665503305761334,12.530304864048958,Entire Standard,Entire home/apt,4.0,2.0,2 baths,3.0,4.0,1440.0,5,14.0,3.0,5.0,14.0,14.0,5.0,14.0,t,3.0,3.0,3.0,189.0,2.0,2.0,2.0,10,0.0,20.0,28800.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.66,Copenhagen,Entire Standard,Entire,Standard,1
21075,within a few hours,100%,20%,f,1.0,1.0,t,Bispebjerg,55.7206451975058,12.550320848822594,Entire Standard,Entire home/apt,8.0,2.0,2 baths,5.0,6.0,2500.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,15.0,15.0,41.0,131.0,0.0,0.0,0.0,131,0.0,0.0,0.0,4.882582227407788,4.855599919208927,4.629387022415585,4.949234210267658,4.946233995833162,4.744858464913831,4.764174872127217,f,1.0,1.0,0.0,0.0,5.08,Copenhagen,Entire Standard,Entire,Standard,0
21076,within a few hours,100%,100%,f,1.0,2.0,f,Nørrebro,55.70565755945326,12.555099539458752,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,986.0,3,7.0,3.0,3.0,7.0,7.0,3.0,7.0,t,1.0,1.0,8.0,8.0,2.0,2.0,2.0,8,0.0,12.0,11832.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.39,Copenhagen,Entire Standard,Entire,Standard,1
21078,within a day,60%,50%,f,1.0,3.0,t,Indre By,55.68014082726053,12.592904161822016,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1800.0,5,31.0,5.0,5.0,31.0,31.0,5.0,31.0,t,29.0,59.0,89.0,179.0,0.0,0.0,0.0,179,0.0,0.0,0.0,4.741211620768279,4.8464965423138775,4.622601372085737,4.8619694362084775,4.858230705008106,4.920363193653178,4.705056205776788,f,1.0,1.0,0.0,0.0,1.61,Copenhagen,Entire Standard,Entire,Standard,0
21079,within an hour,100%,93%,f,2.0,2.0,t,Bispebjerg,55.7212374,12.5342705,Entire Standard,Entire home/apt,7.0,2.0,2 baths,4.0,4.0,900.0,7,365.0,1.0,7.0,365.0,365.0,6.9,365.0,t,3.0,3.0,3.0,58.0,0.0,0.0,0.0,58,0.0,0.0,0.0,4.783243963684425,4.721978669571072,4.562149334598236,4.868044436784357,4.770695281861978,4.742610988855139,4.722950714209487,f,2.0,1.0,1.0,0.0,5.45,Copenhagen,Entire Standard,Entire,Standard,0
21080,within an hour,100%,90%,f,1.0,1.0,f,Vesterbro-Kongens Enghave,55.66503238944451,12.55316748042603,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1569.0,4,365.0,3.0,5.0,365.0,365.0,4.0,365.0,t,20.0,41.0,64.0,339.0,4.0,4.0,3.0,161,0.0,32.0,50208.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1.0,1.0,0.0,0.0,1.55,Copenhagen,Entire Standard,Entire,Standard,1
21081,within a day,100%,83%,f,1.0,2.0,t,Nørrebro,55.70305889490443,12.547098650743122,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,855.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,2.0,7.0,27.0,302.0,0.0,0.0,0.0,123,0.0,0.0,0.0,4.823211106880629,4.807210453226873,4.670391087847723,4.899503460305875,4.912973910506372,4.677313949224732,4.761084146789939,t,1.0,1.0,0.0,0.0,3.28,Copenhagen,Entire Standard,Entire,Standard,0
21083,within an hour,100%,100%,f,1.0,1.0,t,Indre By,55.67806,12.58193,Entire Standard,Entire home/apt,7.0,1.0,1 bath,3.0,3.0,3380.0,1,365.0,1.0,3.0,1125.0,1125.0,2.5,1125.0,t,3.0,7.0,19.0,257.0,12.0,12.0,5.0,78,0.0,72.0,243360.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,t,1.0,1.0,0.0,0.0,0.88,Copenhagen,Entire Standard,Entire,Standard,1
21084,within an hour,100%,100%,t,4.0,4.0,t,Østerbro,55.7000658,12.5934145,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1997.0,1,365.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,t,7.0,19.0,19.0,19.0,3.0,3.0,3.0,19,0.0,18.0,35946.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4.0,4.0,0.0,0.0,3.1,Copenhagen,Entire Standard,Entire,Standard,1
21085,within an hour,100%,100%,f,1.0,1.0,f,Nørrebro,55.6961157,12.543266,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,721.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,2.0,5.0,17.0,104.0,0.0,0.0,0.0,104,0.0,0.0,0.0,4.861083106002463,4.846978553805581,4.622298001176154,4.882206125897938,4.910421079907085,4.916167166891437,4.7467926137682115,t,1.0,1.0,0.0,0.0,2.72,Copenhagen,Entire Standard,Entire,Standard,0
21086,within a few hours,80%,26%,f,2.0,2.0,t,Nørrebro,55.69298794249429,12.55997055071873,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1101.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2,0.0,6.0,6606.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,f,2.0,2.0,0.0,0.0,1.95,Copenhagen,Entire Standard,Entire,Standard,1
21087,within an hour,100%,67%,f,2.0,2.0,t,Amager Øst,55.66450949999999,12.6069713,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,2,365.0,2.0,4.0,365.0,365.0,2.0,365.0,t,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3,0.0,0.0,0.0,4.907219607747049,4.905843419232434,4.743882646795211,4.902606472819358,4.952542280028075,4.902980767699836,4.799873643505352,f,1.0,1.0,0.0,0.0,2.75,Copenhagen,Entire Standard,Entire,Standard,0
21089,within a few hours,67%,0%,f,1.0,1.0,t,Amager Vest,55.66411,12.59629,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,854.0,1,35.0,1.0,1.0,35.0,35.0,1.0,35.0,t,0.0,0.0,0.0,199.0,0.0,0.0,0.0,20,0.0,0.0,0.0,4.879054682921448,4.843633112642355,4.703632402716032,4.900570264269981,4.940062159305673,4.737995392159567,4.708365578189773,f,1.0,1.0,0.0,0.0,2.2,Copenhagen,Entire Standard,Entire,Standard,0
21090,within a few hours,100%,98%,f,11.0,13.0,t,Indre By,55.692368957007375,12.608314280426027,Alternative,Entire home/apt,16.0,4.0,4 baths,9.0,16.0,8743.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,12.0,20.0,41.0,239.0,2.0,2.0,1.0,72,0.0,12.0,104916.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,f,10.0,1.0,9.0,0.0,3.09,Copenhagen,Alternative,Alternative,Alternative,1
21091,within an hour,100%,100%,f,1.0,1.0,t,Amager Vest,55.66666,12.5783,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,847.0,2,7.0,2.0,2.0,7.0,7.0,2.0,7.0,t,1.0,3.0,7.0,7.0,3.0,3.0,2.0,7,0.0,18.0,15246.0,4.33,4.67,5.0,4.33,4.67,4.67,4.0,f,1.0,1.0,0.0,0.0,1.22,Copenhagen,Entire Standard,Entire,Standard,1
21092,within a day,70%,20%,f,2.0,2.0,t,Østerbro,55.70581699597199,12.584954278911994,Entire Standard,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,2928.0,1,4.0,1.0,1.0,4.0,4.0,1.0,4.0,t,0.0,0.0,0.0,181.0,2.0,2.0,1.0,0,0.0,12.0,35136.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2.0,1.0,1.0,0.0,3.47,Copenhagen,Entire Standard,Entire,Standard,1
21093,within an hour,97%,98%,f,31.0,33.0,t,Frederiksberg,55.6750734,12.5455331,Entire Standard,Entire home/apt,6.0,2.0,2 baths,3.0,4.0,2919.0,1,45.0,2.0,7.0,45.0,45.0,3.1,45.0,t,6.0,6.0,6.0,6.0,0.0,0.0,0.0,6,0.0,0.0,0.0,4.264518880765096,4.436694785987505,4.457757047548024,4.369390884609062,3.797367326007326,4.785280426038193,3.80215837359611,t,6.0,6.0,0.0,0.0,1.43,Copenhagen,Entire Standard,Entire,Standard,0
21094,within an hour,97%,98%,f,31.0,33.0,t,Frederiksberg,55.6750734,12.5455331,Entire Standard,Entire home/apt,6.0,3.0,3 baths,3.0,4.0,2919.0,1,45.0,2.0,7.0,45.0,45.0,3.1,45.0,t,3.0,10.0,22.0,22.0,0.0,0.0,0.0,22,0.0,0.0,0.0,4.666574689902714,4.727981054093136,4.553288119434479,4.326643826157212,4.4117070923085615,4.879520012211489,4.526447812881887,t,6.0,6.0,0.0,0.0,1.43,Copenhagen,Entire Standard,Entire,Standard,0
21095,a few days or more,40%,40%,f,1.0,2.0,t,Frederiksberg,55.68310731839968,12.547330526913557,Hotel,Private room,4.0,1.0,1 shared bath,2.0,2.0,1644.0,1,7.0,1.0,1.0,7.0,7.0,1.0,7.0,t,4.0,12.0,18.0,18.0,1.0,1.0,1.0,18,0.0,6.0,9864.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,f,1.0,0.0,1.0,0.0,1.53,Copenhagen,Hotel,Hotel,Hotel,1
21096,within a few hours,100%,82%,f,5.0,8.0,t,Frederiksberg,55.67744,12.55034,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,800.0,50,365.0,50.0,50.0,365.0,365.0,50.0,365.0,t,12.0,12.0,12.0,184.0,0.0,0.0,0.0,12,0.0,0.0,0.0,4.581393970624014,4.799223722661185,4.512767597686651,4.686300029364047,4.889513531148744,4.878194011109746,4.486046158086669,f,4.0,3.0,1.0,0.0,1.14,Copenhagen,Entire Standard,Entire,Standard,0
21097,within an hour,100%,67%,f,1.0,1.0,t,Amager Øst,55.65145,12.62116,Entire Standard,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,1305.0,4,14.0,4.0,4.0,14.0,14.0,4.0,14.0,t,8.0,10.0,10.0,72.0,0.0,0.0,0.0,18,0.0,0.0,0.0,4.903040237644236,4.907320976796736,4.76273780424772,4.939475033843846,4.9621918864812145,4.868868242894125,4.8014670134436015,f,1.0,1.0,0.0,0.0,4.3,Copenhagen,Entire Standard,Entire,Standard,0
21098,within a day,50%,81%,f,1.0,1.0,t,Indre By,55.68493378823142,12.584118694067,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1394.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,7.0,33.0,56.0,331.0,7.0,7.0,3.0,153,0.0,42.0,58548.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1.0,1.0,0.0,0.0,1.4,Copenhagen,Entire Standard,Entire,Standard,1
21099,within a day,90%,63%,f,1.0,2.0,t,Nørrebro,55.69662962746573,12.553989419356869,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,820.0,2,10.0,2.0,2.0,10.0,10.0,2.0,10.0,t,8.0,8.0,8.0,8.0,1.0,1.0,1.0,8,0.0,6.0,4920.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.45,Copenhagen,Entire Standard,Entire,Standard,1
21101,within an hour,100%,100%,f,1.0,4.0,t,Indre By,55.68677,12.5908,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,3.0,3.0,4050.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,8.0,15.0,15.0,95.0,0.0,0.0,0.0,28,0.0,0.0,0.0,4.902196997128869,4.887340730481809,4.8142389375984225,4.944269444745469,4.957372955426156,4.942191884845964,4.7967367587658,t,1.0,1.0,0.0,0.0,1.84,Copenhagen,Entire Standard,Entire,Standard,0
21102,within an hour,100%,100%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.66769,12.53601,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1330.0,3,16.0,3.0,4.0,16.0,16.0,3.0,16.0,t,16.0,27.0,27.0,44.0,2.0,2.0,2.0,40,0.0,12.0,15960.0,4.5,5.0,4.5,4.5,5.0,5.0,4.5,f,1.0,1.0,0.0,0.0,2.23,Copenhagen,Entire Standard,Entire,Standard,1
21104,within an hour,100%,100%,f,1.0,2.0,f,Amager Vest,55.65458,12.56593,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,5.0,1800.0,5,365.0,7.0,7.0,365.0,365.0,7.0,365.0,t,0.0,22.0,27.0,27.0,0.0,0.0,0.0,27,0.0,0.0,0.0,4.865925927189717,4.895429848929814,4.761582963283087,4.923365279772203,4.960631456397267,4.895765945985206,4.714045871574682,f,1.0,1.0,0.0,0.0,2.4,Copenhagen,Entire Standard,Entire,Standard,0
21105,within a day,100%,67%,f,1.0,1.0,t,Frederiksberg,55.684763723856584,12.545759608745357,Entire Standard,Entire home/apt,2.0,0.0,0 baths,0.0,1.0,720.0,2,5.0,2.0,2.0,5.0,5.0,2.0,5.0,t,0.0,0.0,0.0,178.0,2.0,2.0,1.0,0,0.0,12.0,8640.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.71,Copenhagen,Entire Standard,Entire,Standard,1
21106,within a few hours,90%,91%,f,1.0,2.0,t,Vesterbro-Kongens Enghave,55.6496583957139,12.527390023942557,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,903.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,23.0,23.0,24.0,24.0,4.0,4.0,2.0,24,0.0,24.0,21672.0,4.75,4.75,4.75,4.5,4.5,4.5,4.5,f,1.0,1.0,0.0,0.0,3.9,Copenhagen,Entire Standard,Entire,Standard,1
21107,within an hour,100%,99%,f,52.0,60.0,t,Indre By,55.6820399,12.5719487,Entire Standard,Entire home/apt,4.0,2.0,1 bath,2.0,2.0,2240.0,2,45.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,4.0,7.0,7.0,7.0,0.0,0.0,0.0,7,0.0,0.0,0.0,4.304716856935365,4.445814572266751,4.631339249183415,4.384441724682608,4.094723696364658,4.876804377639165,3.859856083742794,t,38.0,38.0,0.0,0.0,0.7,Copenhagen,Entire Standard,Entire,Standard,0
21109,within an hour,100%,81%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.64979548551322,12.551474533975124,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,778.0,3,60.0,3.0,3.0,60.0,60.0,3.0,60.0,t,3.0,5.0,12.0,12.0,5.0,5.0,3.0,12,0.0,30.0,23340.0,4.6,5.0,4.6,4.6,5.0,4.8,4.8,f,1.0,1.0,0.0,0.0,3.11,Copenhagen,Entire Standard,Entire,Standard,1
21110,within a few hours,100%,60%,f,1.0,1.0,t,Østerbro,55.70784956581492,12.558707346850156,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,900.0,4,365.0,1.0,4.0,365.0,365.0,4.0,365.0,t,0.0,6.0,9.0,87.0,2.0,2.0,2.0,9,0.0,16.0,14400.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.58,Copenhagen,Entire Standard,Entire,Standard,1
21111,within a few hours,100%,58%,f,1.0,1.0,t,Nørrebro,55.69381,12.55177,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,810.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,8.0,13.0,13.0,284.0,1.0,1.0,1.0,105,0.0,8.0,6480.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,1.0,1.0,0.0,0.0,2.23,Copenhagen,Entire Standard,Entire,Standard,1
21112,within a few hours,93%,90%,f,1.0,1.0,t,Østerbro,55.713043570294886,12.576092674813989,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1750.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,19.0,29.0,52.0,327.0,4.0,4.0,2.0,147,0.0,24.0,42000.0,4.5,5.0,4.5,5.0,4.25,4.75,4.5,f,1.0,1.0,0.0,0.0,4.14,Copenhagen,Entire Standard,Entire,Standard,1
21113,within a few hours,89%,40%,f,1.0,1.0,f,Indre By,55.69684,12.59255,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,810.0,1,365.0,1.0,4.0,365.0,365.0,1.3,365.0,t,10.0,24.0,24.0,263.0,0.0,0.0,0.0,85,0.0,0.0,0.0,4.832103371440557,4.794389779923208,4.525081257356956,4.86829387655703,4.916458144807135,4.867287351064414,4.567289345985642,f,1.0,1.0,0.0,0.0,2.76,Copenhagen,Entire Standard,Entire,Standard,0
21114,within a few hours,92%,62%,f,1.0,2.0,t,Nørrebro,55.69592239944882,12.555398270487784,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,675.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,1.0,6.0,8.0,234.0,1.0,1.0,1.0,61,0.0,6.0,4050.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.35,Copenhagen,Entire Standard,Entire,Standard,1
21117,within a day,100%,0%,f,1.0,1.0,t,Frederiksberg,55.68384,12.52443,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1231.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,10.0,22.0,30.0,51.0,0.0,0.0,0.0,51,0.0,0.0,0.0,4.899599380756766,4.911961971508559,4.702014580268865,4.904731430387055,4.951058960034188,4.940681969728067,4.774261098989834,f,1.0,1.0,0.0,0.0,2.88,Copenhagen,Entire Standard,Entire,Standard,0
